restaurant_name,rating_review,sentiment,review_full,date
Sto_Globo_Sushi_Room,5,Positive,"This is a small restaurant in the north part of Chueca. The tasting menu for only 25€ is a BIG DEAL, edamame, Gyozas, Tuna Bao, Butterfish nigiris, Salmon nigiris, Fried prawn roll and an amazing cheesecake. We also ordered a tuna tartar which is amazing too.",5-Oct-19
Restaurante_Morgana,5,Positive,"Reataurant is small but cozy, makes one feel comfortable. The waiters give personnal attention, even if you speak English only.  Food is amazing. I had the stuffed tomato as a startee, and then Pulpo a la plancha. Grilled Octopus. Excellent plate, tge Octopus was to die for, nice sides. All perfect. Along with 2 glasses of wine, the bill was 37 Euros. Good value for money! ",31-Jul-20
Azotea_Forus_Barcelo,5,Positive,Very cute terrace spot in Madrid - not crowded and nice ambience. Our waiter Ariel was extremely attentive and nice,29-Feb-20
Azotea_Forus_Barcelo,5,Positive,"The view was amazing, the service was even better. Out waitress; Ariel, was always very attentive to our orders and showed extreme kindness and disposition at all times. I don’t usually write reviews but this experience deserves the exception.",22-Feb-20
Azotea_Forus_Barcelo,2,Negative,The place is just the outdoor seating area at the Mercado de Barcelo. Forus is just a small liquor stand between a couple of Peruvian food stands with a poor selection of ceviche. Service is poor and slow. Other food stands in the mercado had better food and service.,22-Feb-20
Level_Veggie_Bistro,5,Positive,"A truly spectacular meal at an unpretentious vegetarian/vegan restaurant close to the centre of Madrid. The waiters/waitresses were so attentive in a very friendly way. The food looked, smelt and tasted like no other vegetarian dishes I have ever been served before. Michelin - get your head in gear and start taking vegetarian food seriously and go and check this place out.",8-Dec-19
Level_Veggie_Bistro,5,Positive,I'm not vegan bit I still loved it. Everybody is kind and the food is delicious. Just right next to Retiro. Lovely place with some Hungarian roots  Ha magyar vagy pláne ki ne hagyd soha nem gondoltam volna hogy a vegán Hortobágyi palacsinta ilyen finom tud lenni.,30-Nov-19
Level_Veggie_Bistro,5,Positive,"I really enjoy the food here, fresh and tasty.  I like the selection of vegan and vegan raw.  Even my non vegan friends and family have enjoyed.",30-Nov-19
Sto_Globo_Sushi_Room,5,Positive,"We had lunch in Sto Globo. The food was excellent and so was the service, professional and friendly. We really loved the butter fish, one of the best things we had, and the tasty tuna buns.  Don't miss the cheese cake desert, it's perfect. Make sure to make a reservation on time, because this place is super popular. Thanks guys for the wonderful lunch. ",19-Jul-19
Sto_Globo_Sushi_Room,5,Positive,"We took fixed menu for a couple.Everything was amazing!The service was good, and the atmosphere as well.",12-Jul-19
Sto_Globo_Sushi_Room,5,Positive,"Very small place, 9 to 10 small tables, on a side street in Chueca (where everything is a walkable few small blocks away). No English menu but waiter very helpful. Food beautifully prepared with some unusual dishes, like the duck potstickers I sampled, and as tasty as any Japanese Restaurant I have eaten in on the US west coast and Hawaii. Reasonable prices for the food quality. Would return in a heartbeat if I had the time.",10-Jun-19
Restaurante_Morgana,5,Positive,"Had a great dinner here, staff was super nice and accommodating. Simple and fresh menu. Highly recommend the Tom kha gai mussels, some of the best mussels we had in Madrid :)",13-Jul-20
Restaurante_Morgana,4,Positive,"Reservation is a must! XD  We reserved the place 2 days ago. Can you imagine that, travelers? :)) we got the place at 10pm. The place isn't big but cozy. I love to eat where i can nicely sit not in the middle of many people who can staring at you whole the time. We served good here because the waiter took care & paid attention of every customer's needs very good. He also explained about all the foods we ordered and had. We ordered a portion of balls of croquettes as a starter. I had a portion of grilled octopus & my hubby had a portion of grilled meat as our main menu.  The taste of the croquettes were very nice. They were so crunchy outside and tender inside. It was great cooked. The octopus was amazingly delicious and tender. The meat was perfectly cook, tender and tasted great. ""They know what they do"", i can tell. We couldn't have the dessert :((. It was too pity! We were too full because whole day we had culinary XD. Don't miss it, travelers❣",13-Apr-20
Restaurante_Morgana,5,Positive,"My favourite restaurant in Madrid. Friendly, fresh, wonderful interpretations of Galician food. My choices: The tomato! The Merluza. The BEST cheesecake ever.",7-Mar-20
Restaurante_Morgana,5,Positive,"Found Morgana while researching Madrid restaurants and was not disappointed. There are only 12 small tables but in this business size doesn’t matter. We ordered; Marinated Tomatoes with guacamole, mango and fried basil. Grilled octopus with mashed potatoes and cheese sauce, Croca Roxa D’Ouro. And finished with Le Tarta De Queso De Morgana. Everything was amazing, especially the warm atmosphere and attentive staff. We are going back Friday for lunch!",26-Feb-20
Restaurante_Morgana,5,Positive,"A short menu of high quality Galician produce with a very creative asian and latin touch. The service is superb as is the wine (again short but well curated) list. A very good economic option for fine dining in Madrid. Don’t miss the tortilla not the cheesecake.  The place is tiny, so it can be a bit noisy and crowded. Make sure you book well in advance. ",25-Feb-20
Restaurante_Morgana,5,Positive,We were able to taste the best tapas we had ever tasted before. They have a lot of choices and their products are fresh.,25-Feb-20
Restaurante_Morgana,5,Positive,Wonderful food. We come back every month or so as there are always changes to the menu. The chef is a star and his team is very strong and fun!Un restaurante genial en Madrid que no me canso de recomendar nunca!,17-Feb-20
Restaurante_Morgana,5,Positive,"Wonderful experienceMadrid is the best city tonhave dinner for me.Morgana is part of it: food ia great, people are great, the atmosphere is warm and friendly.Taste the octopus and the tuna pie 😉I will come back",15-Feb-20
Restaurante_Morgana,5,Positive,"All the dishes were perfect, especially the octopus. This is truly one of the best places to have dinner in Madrid. Here you can enjoy incredibly delicious mediterian cuisine in a cozy atmosphere. The service was also top notch.",11-Feb-20
Empanadas_Malvon_Bernabeu,3,Negative,They can be affordable for many people  I visited the locations and very nice look  The names in every empanada  But with the wide food offer of Madrid this cannot be the top 5 sorry They thing is that most expensive restaurants are not affordable to all the people  So cannot be voted  It is okey like a kind of tapa  The locals are clean  After 152 countries moving around and being Spain citizen . We have more options for sure that resemble Spain food ,27-Jun-20
Empanadas_Malvon_Bernabeu,5,Positive,A friend told us to stop by and taste their delicious pastries. We'll be back soon to try the empanadas again !,25-Feb-20
Empanadas_Malvon_Bernabeu,5,Positive,"I went there because the place had a great review on TripAdvisor and it was a good choice. I took the bus from Prado Museum. The empanedas where delicious, the guy that was there was friendly and very polite. I would go again.",30-Dec-19
Empanadas_Malvon_Bernabeu,5,Positive,"Great little place, best street food in Madrid. Can´t do no wrong stopping by this place. Only problem is it´s really small (just 4 bar stools inside) and doesn´t have bathroom so it´s really just for stop and go. But we still had our lunch here and were satisfied. Highly recommend.",18-Dec-19
Empanadas_Malvon_Bernabeu,5,Positive,Grabbed a couple of empanadas for lunch (beef rib and fish) and were extremely tasty however you need a few as they are quite small (or my gut is too big) 🤔,2-Nov-19
Empanadas_Malvon_Bernabeu,5,Positive,Stopped in to grab something quick for lunch while we were on the go.  The Empanadas were fantastic and the price was very reasonable.  The spinach and ricotta empanada was outstanding.  Next time I'll get two of them.,11-Sep-19
Empanadas_Malvon_Bernabeu,5,Positive,"Best Empanadas in Madrid. Chorizo y Queso, Jamon y Queso and Caprese. All very good and the owners are really nice",8-Sep-19
Moratin_Vinoteca_Bistrot,5,Positive,"The Vinoteca Moratin was the best restaurant we ate at over a 6 day period in Madrid. It was quite close to the Prado Recommended by our 5 star hote l(Gran Hotel Ingles) which was not far away. Small seating area so you would definitely need a reservation in advance, as we saw many people turned away while we were eating.  My husband and I had a tomato soup appetizer, then I had cannelloni and my husband had a chicken dish. We split cheese cake for dessert and the wine by the glass was terrific and reasonable. A very long wine list with most wines available by the glass. Excellent staff and owner managed to talk to everyone, and was very welcoming. Love Madrid and found many very good restaurants on our 3rd trip there, but this was definitely the most memorable. A real find.",13-Apr-20
El_Gordo_de_Velazquez,3,Negative,"Perhaps because it was sold to us like ""the place"" the expectations were high.  A nice place but nothing that could not have been eaten in other places in Madrid.",6-Jan-20
Restaurante_Algarabia,5,Positive,Excellent atmosphere! Excellent food! Isabel and Pilar are two lovely sisters that pour their hearts out for their guests. Isabel is the best host ever and Pilar a wonderful and creative cook that will make you enjoy every bite! I’ve been there so many times and it’s been amazing each and every time. Going to Algarabía is like going home.  Very highly recommended.,18-Aug-20
Eiffel,5,Positive,This restaurant spells joy in every single way. Friendly service and phenomenal food perfectly executed. Tasting menu came highly recommended and delivered.,5-Mar-20
La_Gaditana_Castellana,3,Negative,"The terrace was sunny, the service was good and nice (not average), the fries were good, but the fish was cold and a bit dry!! The quality was good but this visit had some expectations due to the reviews. Shall try again to see...",14-Oct-20
Gustazio_Gastrobar,5,Positive,I've had a few dishes here and they're absolutely stunning.Great quality and service is very good!Try the tiramisú!🇮🇹 Ristorante autentico e ottimo vino.Assolutamente raccomandato!,15-Sep-19
Dionisos_Figueroa,5,Positive,We stumbled across this restaurant on Xmas eve - not many open in town.  The foot was amazing !   Service brilliant and we would eat there again.  Highly recommended,24-Dec-19
Empanadas_Malvon_Bernabeu,5,Positive,"Great place to buy empanadas Argentinian style. You try one, then 2, then 3, you decide the limit...",28-Aug-19
Empanadas_Malvon_Bernabeu,5,Positive,We went there on purpose because of the good ratings on TripAdvisor. The empanadas were so amazing. So many choices with different shapes. The service was excellent!,24-Aug-19
Empanadas_Malvon_Bernabeu,5,Positive,"The empenadas are delicious, many options for vegetarians, and nice service. We would definitely recommend this for a lunch, snack or pre dinner appetizer.",14-Aug-19
Moratin_Vinoteca_Bistrot,5,Positive,The place is charming and has a lovely atmosphere .This time came with my lady friends and had a great evening.Welcome of the owner is friendly and his explanation of the menu is professional and enthusiastic .Had a very good tomato soup as a first course and shared most of the non meat dishes.All were excellent !!! The violet ice cream is the best I have tasted.A real pleasure !!! Thank you. ,2-Mar-20
Moratin_Vinoteca_Bistrot,5,Positive,"Vinoteca Moratin provided all the components for an excellent evening - delicious food, interesting wines with a great selection by the glass, very pleasant surroundings and warm and attentive service by the owner and his staff. ( A special shout-out to Simon from our home town with whom we had a useful discussion about eating and drinking in Spain!). And the final bill was surprisingly modest too. There appeared to be many regulars there too, which we liked. Many people were turned away during the evening, so you need to book well ahead of time. But it’s definitely worth it - the whole experience was fabulous.",20-Feb-20
Moratin_Vinoteca_Bistrot,5,Positive,"My wife, son and I just finished eating dinner at Moratin Restaurante. It was a great experience. We received personal attention from the time we came in to the time of our departure. The food was exceptional, prepared with fresh local ingredients. The service was impecable. We have dined at Moratin several times and it never disappoints.",11-Feb-20
Moratin_Vinoteca_Bistrot,5,Positive,"Excellent. Book! We were really lucky and got a cancellation on the day. At weekends book in advance. Really really good food, but not expensive. Lots of fish. Great service. Great value. Very accommodating. But book!!!",2-Feb-20
Moratin_Vinoteca_Bistrot,5,Positive,"I had been planning to come here for a while, and luckily it didn't disappoint. It's a cosy, stylish space - relaxed but attractive and with a lovely buzzy but calm atmosphere. Service was attentive, friendly and engaged, by the owners. Food fresh and seasonal - we had a variety of fish, very fresh and interestingly cooked, plus some seasonal tomatoes which were full of flavour. As you would expect, wine is interesting and varied, and excellent value. I haven't seen many - if any- places like this in Madrid. Modern but not a poor imitation of trends; a menu that lets the ingredients shine; and a friendly and genuine environment",24-Dec-19
Moratin_Vinoteca_Bistrot,5,Positive,"Dining here solo was a very pleasant experience. The staff gave excellent service and food suggestions. The place is charming, cozy and well decorated. This restaurant is a little gem... I wasn’t sure I should be reviewing it at all as this review would mean the restaurant might be busier whenever I drop by to dine. They deserve a positive review though, kudos to Chema!",11-Dec-19
El_Gordo_de_Velazquez,2,Negative,"This restaurant was recommended by our hotel, 5 minutes away. We booked and The Fork popped up, with a 30% discount on a booking for our date so we booked through this facility. When our bill arrived, the discount had not been made, so I pointed this out to a member of staff. This person made a fuss and when I told him that he was not being courteous, he shouted at me. The food is good, the staff are courteous overall, but the end of our evening was very upsetting. This member of staff speaks French, as do I, and that conversation revealed an appalling lack of basic respect in any situation, let alone for a paying customer. Still in a state of disbelief that a restaurant experience could be this.",26-Aug-19
El_Gordo_de_Velazquez,4,Positive,"This restaurant offers you the alternative to expensive restaurants around, still providing good service and high quality food. Tuna tataki was very good, as well as rolls.",15-Jul-19
El_Gordo_de_Velazquez,1,Negative,"Went there with my kids at 7.30. Chose this place because on the website it stated it would be open from noon to midnight. A rude waiter ""greeted"" us an said the kitchen was closed. I asked if we could have a drink until the kitchen opens at 8 p.m. They were very busy he said but checked reservations. He ""allowed"" us to have a seat at one of the tables without ""reserved"" sign then he disappeared behind the bar desk. A very kind young waiter came to ask what we wanted to drink. We ordered and I asked if for the meantime they would have some olives (which in any restaurant in Spain you can order anytime of the day). The kind waiter, and sorry to point it out, but probably a Centralamerican, a Latino guy, said there were no Olives but Spanish Tortilla.... then the rude waier behind the desk lost it completely. He got angry and said he already mentinoned the kitchen was closed. I apologized and said I was just asking for Olives. He completely lost it, got loud, said again very angry the kitchen was closed and we have to wait until 8 p.m. I said, well sorry, we leave if it is too complicated to ask a simple question. And he pretty much through us out of the restaurant. The kind ""Latino"" (I should have asked for his name) apologized again and again, the rude guy threw us out with bad comments and the only 1 guest they had was looking shocked at the scene. Maybe food is good, the place looked nice, and one waiter would get highest core. The rude dude would not work in my establishment a single day. I may go back to give it another chance and hope the kind Latino is there. If seeing the rude guy I will leave instantly. Also on another note, maybe they do not like children. Fair enough. But considering we (me and kids of 8 and 6 yrs) went there at 7.30 which for Spain is very early and the place was empty (apart of 1 guest) I feel this guy is just doing the wrong job. Also, if it was about the kids just state kids are not welcome. Season just started and there was no reason to treat us that way. Bad experience! Disappointing experience!",17-May-19
El_Gordo_de_Velazquez,4,Positive,"You may expect fusion cuisine, but you have the right combination of traditional cuisine and new experiences. Mid / high price, but worth it, with a quite diverse menu, good wines and correct service. Well located, with a terrace for sunny days. Lot of dishes that are simply a must",30-Nov-18
El_Gordo_de_Velazquez,4,Positive,"Good food, especially the tempura shrimps. Reasonable prices and good staff with okay service. Went there 2 Times. The first time we were amazed about everything, second time not as amazed. Over all the best restaurant we visited during our stay.",12-Aug-18
El_Gordo_de_Velazquez,5,Positive,My sister and I ate there on the first night of our weekend in Madrid and loved it so much we booked in the following night with my niece. We all enjoyed our food and the staff were charming.,18-Jul-18
Restaurante_Algarabia,5,Positive,Every time I come back to this restaurant ua a wonderful experience. This time Los chipirones and white wine were my selection... Delicious!!!!! And dessert was amazing too. It was so delicious that we didn't have time to take photos!!!!,10-Aug-20
Restaurante_Algarabia,5,Positive,Amazing food.  It’s hard to find something more authentic and lovingly prepared in right in the heart of Madrid’s historic center.,2-Feb-20
Restaurante_Algarabia,5,Positive,"Run by two wonderful sisters and celebrating its 24tg year if you eat nowhere else in Madrid this place is the one to be. The tiny restaurant has so much warmth and ambience. Our host(ess) is warm, funny, a bit theatrical. Her sister, the chef, turns out exquisite locally sourced dished. They even have their own (delicious) wine. It was my second time, the first with a good friend, the second with my husband who was equally charmed Amazing wonderful. Go",18-Jan-20
Restaurante_Algarabia,5,Positive,"Run by two entertaining sisters, this is well worth a visit. You must make a reservation beforehand as it has no more than six tables and just one seating a night. Ask for suggestions. The menu consists of lots of interesting and unknown (at least to us) surprises for the La Rioja region.",29-Dec-19
Restaurante_Algarabia,5,Positive,"We were in Madrid for a couple of evenings between flights and after a day of battling the throngs clogging the city's Centro we decided an evening at Algarabia would be the proper therapy to soothe our nerves and palate! Isabel welcomed us like long lost friends at the door and escorted us to a quiet little table in the corner. Seems as if everyone else that evening was from Italy and having a grand time enjoying their meals and with lots wine flowing! We enjoyed our customery Marianito aperitif while we relaxed and viewed the Menu. To begin our therapy we chose the Leek and Duck Confit Salad and the Baby Artichokes Stuffed with Foie paired with a very cold and dry Cava, both seasonal specials and stunningly delicious. Our main courses were the Slow Cooked Lamb with Mint Chimichurri and the Pork Chumarro with Confit Onions. Both meltingly tender, cooked to perfection and beautifully presented. Seems we were well on our way to a full recovery.. specially thanks to the excellent David Moreno Crianza house Rioja! Pilar's excellent 'Cold Cream' with Caramel and Pears in Red Wine completed our 'treatment' along with a surprising Dessert Cava and expressos for good behavior. Just made it to the Metro for the last train to Barajas that evening. Cheers!",16-Dec-19
Restaurante_Algarabia,5,Positive,"While the swallows may return to Capistrano every March, we in turn choose to return to Algarabia every November to escape from the madness of Thanksgiving and Black Friday back home. After all of our travels and dining adventures Isabel, Pilar and Algarabia remain the closest to our hearts. Like the beloved Julia Child, Pilar exemplifies the 'Joy of Cooking' in every dish at Algarabia, served joyfully and with amazing grace by the inimitable Isabel. You will truly enjoy the Cuisine of Rioja at Algarabía, but you will also be seduced by the warm hospitality and intimate atmosphere that this restaurant provides its guests. Over the years we have sampled many of Pilar signature dishes, yet each time we return we are thrilled by her new creations and off the menu seasonal specialties that Pilar and Isabel offer, often based on seasonal Rioja products, present their guests! One such surprise this year was a saute of Thistle, Boletus and Crispy Serrano Ham..WOW! who would have thought Thistle, of all things, could taste so good! Pilar also presented us with Crunchy Cones Filled with a Beef Tongue Salad.. an often maligned cut of beef elevated to high Riojan Cuisine. Old favorites we also enjoyed were Pilar's signature Rabo de Toro and Trigueros Crujiente, as well as the Bacalao a la Rioja. All this Joy was not experienced in one meal, we ate at Algarabia three times during our stay Madrid so that we had plenty of time to recover between Algarabia's feasts of the senses. Algarabía is a celebration of Rioja, locally sourced products and warm attentive service.. we can hardly wait until next year's 'Black Friday' Chicas!!!",11-Dec-19
Eiffel,5,Positive,"We visited for Sunday lunch and looked at both the Menu del Dia and A la Carte choices. The Menu at 21.50 Euros provided 4 excellent starters shared by the table, a choice of 5 mains and dessert was a plate of at least 8 different puddings shared by the table. All the dishes were very well prepared and presented, a high standard of cooking. There was a comprehensive well priced wine list. Service was excellent too, very nice helpful staff and the owner also took time to talk to us. We were also offered a complimentary chupito after the meal, a nice touch which we appreciated. Very impressed with the whole experience and could not fault the food, service or atmosphere. Hope to be able to eat here again when visiting Madrid.",12-Jan-20
Eiffel,5,Positive,"Eiffel restaurant was recommended by a friend in Madrid and it was a superb experience! Excellent and authentic Spanish food, delicious wines and a  wonderfully comfortable atmosphere.The welcome and table service was very good too. We will be back!!!",24-Sep-19
Eiffel,5,Positive,"My experience at this inconspicuous family owned and run restaurant was amazing. Each dish on the tasting menu was visually beautiful and the flavors were as pleasing to the taste and smells for each of the 3 starters, and each of the main dishes, followed by a spectacular dish of desserts of pastry, flan, violet ice cream, and more. The wine selection was outstanding, and I enjoyed their house Crianza, a tempranillo that was perfect as much as I enjoyed the Verdejo. Miguel made us feel that we were his guests and not customers.",11-Jun-19
Eiffel,5,Positive,"We visited the restaurant last time in March 2016 an we were so impressed about the excellent food and hospitality. So we needed to come back. So we made an reservation and surprisingly, Miguel, the owner and Chef immediately remembered us. At our arrival we were treated as friends. Miguel prepared an outstanding tasting menue for us. A 9 dishes menue, one dish more delicious than the next. His own wine recommendation fitted perfectly. Even if the restaurant is a little bit outside, it´s an absolute must during a stay in Madrid. During our five days in Madrid we went two times to this marvellous restaurant. At our second visit, I requested a small change from the recommended menue and I ordered tatar. Miguel prepared in front of my table the most delicious one for a long time. We hope that we have the chance to travel again to Madrid. This restaurant allone is worth the visit.",4-Nov-18
Eiffel,5,Positive,All the positive reviews were legit!  Best meal with amazing service.  Everything was excellent.  Personalized care and service made it very special for our son's birthday.  Must try when visiting Madrid.,27-Sep-18
La_Gaditana_Castellana,5,Positive,"On our first night in Madrid we came across this restaurant. Great (sea) food, amazing salads and very warm staff, particularly Felix who entertained us with stories of his visits to Amsterdam and continuously brought us Tonics for the night! Great place to eat and strongly recommend it to all.",25-Jul-20
La_Gaditana_Castellana,5,Positive,"We were served by Jota, who dis an excellent job. The quality of the food is good and price/quality I doubt whether you would find better. We had the tasting menu for €33, which was more than sufficient.",10-Mar-20
La_Gaditana_Castellana,5,Positive,"We had lunch here on the terrace, which we enjoyed more than inside the restaurant because it was less noisy. The food was tasty and the service was very good. It was a very pleasant lunch savoring good food. Recommended.",8-Mar-20
La_Gaditana_Castellana,5,Positive,"This place is amazing. Genuine and amazing Spaniard food. We were attended by David and Menchi, they are both dedicated and enthusiastic.",28-Feb-20
La_Gaditana_Castellana,5,Positive,"Dining here was truly a beautiful experience The food is delicious, the vibe is really chilled, but what made this place special is the most welcoming, adorable staff! Jose was our best waiter ever! and I must say he made all the Difference; antonio was on duty as well he was very nice. The service is the best I’ve seen, and it is what really makes this place special",24-Feb-20
La_Gaditana_Castellana,5,Positive,"La Gaditana Castellana offered an outdoor seating area that we were looking for after a long day of sightseeing in Madrid. An easy walk from our hotel, the Intercontinental Madrid, we were welcomed by our friendly host, Jose (Jota) who made the evening superb! A glass of Spanish wine, roasted peppers as an appetizer followed by Paella for two and cheesecake to top it off! Jose was an AMAZING host who took very good care of these two Americans! This was the best evening of the week thanks to Jose!",24-Feb-20
Gustazio_Gastrobar,5,Positive,Booked on strength of trip advisor reviews and was not disappointed. Absolutely hands down the nicest Italian food we have eaten. Excellent wine and friendly service. A must when visiting Madrid.,9-Sep-19
Gustazio_Gastrobar,5,Positive,"great quality, great service. fantastic ingredients. superb pasta dishes and pizzas. great variety of drinks.",4-Sep-19
Gustazio_Gastrobar,5,Positive,"Fantastic place. Great Italian cuisine. Try the truffle pasta, and the melanzane parmigina is out of this World.",14-Jul-19
Gustazio_Gastrobar,5,Positive,"I am not exaggerating when I say it’s the best Italian I have ever been to. Nothing else to add, just go!",11-Jun-19
Gustazio_Gastrobar,5,Positive,"We had a beautiful  dinner here on our last night of our 6 week holiday. Amazing  food ,great people . Loved the spoonful  of delicious  whipped goat cheese and pistachio.  Thanks",30-May-19
Gustazio_Gastrobar,5,Positive,"We found them on trip advisor looking for a place for a celebration dinner that would also cater to a Vegetarian palate - and fell in love with the place the food and the staff. We are foodies and know our Italian food. This was simply sublime. Everything was sublime. And the atmosphere was friendly, trendy and homely at the same time. The Pinsas amazing, pasta cooked to perfection. We will definitely be back even though it is a LOOOONG drive from where we live. Make sure you book there are not many tables.",26-May-19
Gustazio_Gastrobar,5,Positive,"Great food, wonderful people & super chef ..place to be to be😃😃😍we discovered the pinsa & enjoyed different pastas during the 2 visits",11-May-19
Dionisos_Figueroa,5,Positive,"Excellent Greek meal , very tasty food . Good service, reasonable price for the city. Highly recommended",23-Nov-19
